id,source,title,url,date,year,text,label,label_str,group_key,n_words,model
125,Liputan6,Jokowi Minta Pelajar NU Tidak Terjebak Ahli Hoaks,https://www.liputan6.com/news/read/3853918/jokowi-minta-pelajar-nu-tidak-terjebak-ahli-hoaks,"December 21, 2018",2018,"Presiden Joko Widodo atau Jokowi membuka acara Peresmian Pembukaan Kongres XIX Ikatan Pelajar Nahdlatul Ulama (IPNU) dan Kongres XVIII Ikatan Pelajar Putri Nahdlatul Ulama (IPPNU) di Istana Negara. Jokowi berharap kepada para pelajar NU agar tidak terjebak dengan keahlian hoaks. Tidak hanya itu dia juga meminta kepada para pelajar NU mengerti tentang menggunakan internet secara sehat dan mengerti ilmu digital. ""Jangan sampai pelajar NU terjebak ahli hoaks. Pelajar NU harus mengerti dengan berkaitan internet off thing, dan kriptokurensi (uang digital),"" kata Jokowi saat meresmikan Kongres XIX Ikatan Pelajar Nahdlatul Ulama (IPNU) dan Kongres XVIII Ikatan Pelajar Putri Nahdlatul Ulama (IPPNU) di Istana Negara, Jumat (21/12/2018). Jokowi juga meminta kepada para pelajar agar hijrah. Hijrah dari kemajuan-kemajuan kesabaran. Hijrah dari ketimpangan jadi sebuah keadilan sosial. ""Hijrah bangsa kita, untuk kelancaran bangsa kita dibutuhkan manusia yang cerdas. Manusia yang inovatif yang akan cinta Tanah Air. Saya percaya peranan yang di masa yang akan datang yang jadi manusia terbaik yang siap menghadapi perubahan global. Dan era yang mengubah perilaku hidup manusia,"" kata Jokowi.",0,manusia,125,170,manusia
126,Liputan6,"Mengakali Voucer, 3 Pelapak dan Pembeli di Bukalapak Diringkus Polisi",https://www.liputan6.com/news/read/3853937/mengakali-voucer-3-pelapak-dan-pembeli-di-bukalapak-diringkus-polisi,"December 21, 2018",2018,"Penyidik Direktorat Tindak Pidana Siber Bareskrim Polri menangkap tiga orang atas dugaan memanipulasi transaksi di situs jual beli online Bukalapak. Ketiganya memanipulasi fasilitas voucer cashback untuk meraup keuntungan hingga Rp 70 juta. Ketiga tersangka masing-masing berinisial TI (28), AY (28), dan KM (31). Mereka ditangkap di beberapa lokasi berbeda di wilayah Kediri, Jawa Timur, pada 7 Desember 2018. Penangkapan dilakukan berdasarkan laporan yang dilayangkan PT Bukalapak dengan nomor LP/726/VI/2018/Bareskrim pada 4 Juni 2018. ""Tiga tersangka baru kita amankan bulan Desember, kira-kira satu minggu yang lalu sudah kita amankan, kita lakukan penangkapan di daerah Jawa Timur,"" ujar Kasubdit II Direktorat Tindak Pidana Siber Bareskrim Polri Kombes Rickynaldo Chairul di kantornya, Jakarta, Jumat (21/12/2018). Rickynaldo menuturkan, saat beraksi para tersangka memanfaatkan voucer cashback dengan cara membuat banyak akun pembeli untuk meraup keuntungan hingga Rp 70 juta. Mereka juga berperan sebagai pelapak. ""Tersangka saling berhubungan dan bergantian sebagai penjual dan pembeli. Ketika tersangka 1 menjadi penjual, maka tersangka 2 dan 3 menjadi pembeli atau sebaliknya,"" tuturnya. Para tersangka melakukan transaksi pembelian sesuai aturan di Bukalapak. Namun, mereka juga memiliki akun lebih dari satu yang berperan sebagai pelapak dan pembeli kemudian melakukan transaksi di akunnya sendiri. Selain itu, barang yang dikirimkan juga tidak sesuai pesanan yang diiklankan di Bukapalak. Hal itu dilakukan untuk memudahkan proses pengiriman, menghemat biaya packing, serta jasa kurir. ""Misalnya penjual mengiklankan ponsel, hardisk, shockbreaker, dan pembeli memilih barang itu. Tapi yang dikirim bukan barang itu, melainkan berupa dokumen, surat, atau kopi saset,"" ucap Rickynaldo. Voucer cashback uang diperoleh tersangka melalui akun pembeli itu, kemudian digunakan untuk pembelian barang lagi di akun pelapak yang sama. Sehingga dana dari voucer cashback tersebut terkumpul pada fitur Bukadompet di akun pelapak tersangka. ""Akibatnya Bukalapak mengalami kerugian pemberian cashback sekitar 70 juta,"" ucap Rickynaldo. Akibat perbuatannya itu, para tersangka dijerat dengan Pasal 51 ayat (1) Jo Pasal 35 Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan tentang Informasi dan Transaksi Elektronik (ITE), Pasal 372 KUHP, Pasal 378 KUHP, serta Pasal 3, 4, 5 Undang-Undang Nomor 8 Tahun 2010 tentang Pencegahan dan Pemberantasan Tindak Pidana Pencucian Uang (TPPU). Awal Mula Kecurigaan Bukalapak Sementara itu, Head of Trust and Safety PT Bukalapak, Ghifari Daulagiri, mengatakan pihaknya selalu berupaya memberikan kenyamanan dan keamanan bagi penggunanya dalam berbelanja. Bukalapak juga selalu mengantisipasi segala kecurangan hingga kejahatan yang merugikan banyak pihak. Karena itu, Bukalapak melaporkan tiga orang yang diduga kuat telah memanipulasi transaksi dan berbuat curang dengan memanfaatkan fasilitas yang diberikan. Kasus bermula dari kecurigaan tim Bukalapak pada promo yang ditawarkan selama periode Maret - Mei 2018. ""Tim Bukalapak menemukan keanehan pada penggunaan kode voucer UNTUNGTERUS, MAKINUNTUNG, dan MAKINBAIK yang dilakukan oleh beberapa pengguna Bukalapak,"" ucap Ghifari. Tim Trust and Safety Bukalapak kemudian melakukan investigasi dan penelusuran hingga ditemukan tiga orang penyalahguna yang berdomisili di Kediri, Jawa Timur. Dari kejadian ini, Bukalapak mengalami kerugian mencapai puluhan juta rupiah dan masih ada kemungkinan nilai kerugian bertambah seiring proses penyidikan yang masih berjalan. ""Kami selalu menindak tegas kasus-kasus penyalahgunaan kode promo maupun kecurangan lainnya. Promo-promo yang diberikan oleh Bukalapak kepada para pengguna diharapkan untuk menambah keseruan berbelanja di Bukalapak serta mendorong kemajuan para UKM di Indonesia,"" ujar Ghifari.",0,manusia,126,515,manusia
127,Liputan6,Ombudsman Minta Polri Perbaiki Maladministrasi Penanganan Kasus Novel,https://www.liputan6.com/news/read/3853987/ombudsman-minta-polri-perbaiki-maladministrasi-penanganan-kasus-novel,"December 21, 2018",2018,"Ombudsman RI mengadakan pertemuan dengan Komisi Kepolisian Nasional (Kompolnas) terkait temuan maladministrasi dalam penanganan pengungkapan kasus penyerangan Novel Baswedan. ""Ada kesepakatan bahwa kepolisian sudah bertindak serius, namun memang memiliki beberapa kelemahan, permasalahan, yang sekarang kami tunggu realisasinya (perbaikan),"" tutur Komisioner Ombudsman Adrianus Meliala di Gedung Ombudsman RI, Jalan Rasuna Said, Jakarta Selatan, Jumat (21/12/2018). Ombudsman mendesak Polri dapat segera memperbaiki cacat administrasi yang terjadi selama penanganan kasus Novel Baswedan. Rencananya, pertemuan dengan penyidik Polda Metro Jaya akan dilakukan pada Januari 2019. ""25 Januari 2019 kami akan bertemu dengan kepolisian, bagaimana merespons empat saran kami. Kalau sudah, maka akan kami close,"" jelas Adrianus. Anggota Kompolnas Bekto Suprapto menambahkan, sebenarnya maladministrasi yang ditemukan oleh Ombudsman masuk kategori minor alias kecil. Perbaikannya pun mudah untuk dilakukan. ""Jangan ditanggapi berlebihan maladministrasi minor. Minor artinya kecil. Misalkan surat perintah tidak ada jangka waktunya, ini diperbaiki cepat dan mudah,"" kata Bekto. Kompolnas, lanjut dia, sudah melakukan gelar perkara kasus Novel Baswedan sebanyak tujuh kali, sementara Ombudsman empat kali. Hal itu menunjukkan Kompolnas telah berupaya mewujudkan sikap polisi yang profesional dan mandiri. ""Polisi sudah bekerja sangat profesional. Dalam pemprosesan, penyidikan, sudah melakukan saintific crime investigation. Semua daya sudah dilakukan,"" Bekto menandaskan.",0,manusia,127,194,manusia
128,Liputan6,Polisi Bantah Tak Profesional Tangani Berkas Perkara Ratna Sarumpaet,https://www.liputan6.com/news/read/3853966/polisi-bantah-tak-profesional-tangani-berkas-perkara-ratna-sarumpaet,"December 21, 2018",2018,"Pengacara tersangka kasus penyebaran hoaks Ratna Sarumpaet, Insank Nasrudin menyayangkan lambatnya kinerja kepolisian. Sebab, berkas perkara kliennya belum juga dikirim ke kejaksaan. Polda Metro Jaya membantah tudingan pengacara aktivis sosial tersebut. Kabid Humas Polda Metro Jaya Kombes Raden Prabowo Argo Yuwono mengatakan, berkas tersebut sedang dirapikan penyidik dan siap dikirim ke kejaksaan. ""Berkas tadi saya tanyakan ke penyidik dalam tahap akhir. Tahap akhir itu artinya masih di-bundle, dilakban, setelah selesai kita kirim ke kejaksaan,"" kata Argo di Mapolda Metro Jaya, Jumat (21/12/2018). ""Secepatnya kita kirim,"" lanjut dia. Menurut dia, polisi bekerja profesional termasuk berkas Ratna Sarumpaet. Oleh karena itu, polisi tak mau gegabah dengan buru-buru mengirimkan berkas ke kejaksaan. Semua proses dilakukan dengan teliti. ""Insyaallah kalau sudah selesai kita limpahkan. Kita profesional dalam menyidik kasus ini. Semua kan memerlukan waktu. Bagaimana kita membuat terang pidana itu. Sehingga JPU akan bisa memahami dan menilai semua lengkap,"" ujar Argo. Sementara, terkait dengan pengakuan Insank yang menyebut mantan anggota Pemenangan Prabowo-Sandiaga itu sedang sakit, Argo juga membantahnya. Kalaupun Ratna Sarumpaet sakit, kata dia, dokter polisi segera menanganinya. Menurut Argo, polisi memiliki dokter yang selalu mengawasi seluruh para tahanan. ""Kalau sakit ada dokter, bisa kita rujuk ke Kramat Jati. Enggak masalah,"" pungkasnya.",0,manusia,128,198,manusia
129,Liputan6,"Jembatan Ampera dari Masa ke Masa, Ikon Kota Palembang",https://www.liputan6.com/news/read/3853963/jembatan-ampera-dari-masa-ke-masa-ikon-kota-palembang,"December 21, 2018",2018,"Jembatan Ampera merupakan ikon Kota Palembang, Sumatera Selatan (Sumsel). Jembatan Ampera mempunyai panjang lebih dari 1.000 meter dengan lebar 22 meter, dengan ketinggian mencapai 63 meter. Sementara dari permukaan air tinggi Jembatan Ampera mencapai 11 meter. Jembatan Ampera memiliki berat sekitar 944 ton. Pada masanya jembatan yang dibangun pada 1962-1965 itu tercatat sebagai jembatan terpanjang di Asia Tenggara. Masyarakat Kota Palembang sepakat jembatan yang menghubungkan wilayah seberang ilir dan seberang ulu ini merupakan simbol kota yang menjadi kebanggaan masyarakat Palembang. Ide pembangunan sudah ada sejak 1906 Ide pembangunan Jembatan Ampera sendiri sebenarnya sudah ada sejak zaman pemerintahan kolonial Belanda di tahun 1906. Kala itu tujuan utama untuk menghubungkan dua daerah di Palembang yang terpisah oleh Sungai Musi, yaitu seberang ilir dengan seberang ulu. Namun, ide tersebut baru terealisasi pada 1957. Setelah dibuat rancangan yang matang, penandatanganan kontrak penunjukan perusahaan pelaksana dilakukan pada 14 Desember 1961. Adapun besarnya dana yang disetujui untuk pembangunan jembatan ini adalah sekitar USD 4.500.000. Pada April 1962 pembangunan pembuatan jembatan dimulai atas biaya pemerintah Jepang, sebagai bentuk kompensasi perang Dunia II dari pemerintah Jepang terhadap Indonesia. Tak hanya biaya, tenaga ahli pembuat Jembatan Ampera pun didatangkan dari Negara Jepang. Fuji Mobil Manufacturing Co Ltd diberikan tanggung jawab untuk mendesain dan konstruksinya. Proses pembuatan jembatan Ampera memakan waktu sekitar 3 tahun lama nya. Jembatan Ampera diresmikan oleh oleh Letjen Ahmad Yani pada 30 September 1965. Desain jembatan yang unik Di awal pembangunannya, Jembatan Ampera sengaja dirancang agar bagian tengah jembatan bisa diangkat sehingga kapal-kapal besar bisa melintas Sungai Musi tanpa tersangkut badan jembatan. Pengangkatan badan jembatan dilakukan dengan cara mekanis, yaitu dengan menggunakan dua bandul pemberat yang masing-masing mempunyai bobot sekitar 500 ton, bandul tersebut terdapat di kedua menaranya. Kecepatan membukan jembatan sekitar 10 meter/ menit, dan dibutuhkan waktu sekitar 30 menit untuk membuka jembatan secara penuh. Ukuran maksimum kapal yang dapat melewati Jembatan Ampera pada saat posisi terangkat sempurna berukuran lebar 60 meter dengan tinggi 44,50 meter. Sementara jika bagian tengah jembatan ini tidak diangkat, maka tinggi kapal maksimum yang bisa lewat di bawah Jembatan Ampera hanyalah 9 meter dari permukaan air sungai. Aktivitas bagian tengah Jembatan Ampera yang dapat naik turun tersebut hanya berlangsung selama kurang lebih 5 tahun. Kini bagian tengah Jembatan Ampera sudah tidak dibuka kembali alasannya membutuhkan waktu yang lama untuk membuka jembatan dan berakibat akan mengganggu arus lalu lintas yang ada di atasnya. Selain itu, faktor lain dari adanya penutupan tersebut karena kini tidak ada lagi kapal yang melintas di bawah jembatan. Lalu, pada 1990 kedua bandul pemberat yang mencapai 500 ton di menara jembatan Ampera ini diturunkan dengan alasan keamanan. Selain mempunyai fungsi yang sentral dalam menghubungkan dua wilayah yang dipisahkan Sungai Musi, jembatan Ampera juga mempunyai sejarah panjang keberadaannya. Nama-nama untuk Jembatan Ampera Di awal berdirinya, Jembatan Ampera diberi nama Jembatan Musi, mengingat jembatan ini melintas di antara dua wilayah yang dipisahkan Sungai Musi. Kemudian nama tersebut juga sempat diganti menjadi menjadi Jembatan Bung Karno, sebagai penghormatan kepada Sukarno yang dianggap berperan besar bagi berdirinya jembatan. Persoalan politik di Tanah Air kemudian mengubah nama Jembatan Bung Karno menjadi Jembatan Ampera. Ampera merupakan akronim dari Amanat Penderitaan Rakyat. Ampera merupakan slogan yang kerap dipakai oleh Sukarno yang mengilhami perjuanganya memimpin negara untuk mencapai kesejahteraan dan kemakmuran bersama. Sebagai ikon Kota Palembang, Jembatan Ampera terus mengalami perubahan dan peremajaan. Pada 1981 Jembatan Ampera pernah direnovasi karena muncul kekhawatiran akan ancaman kerusakan yang bisa membuatnya ambruk. Warna jembatan pun sudah mengalami tiga kali perubahan dari awal berdiri berwarna abu-abu terus tahun 1992 diganti kuning dan terakhir pada 2002 diubah menjadi merah. Warna ini terus dipertahankan sampai sekarang. Rehabilitasi Jembatan Ampera sendiri terakhir dilakukan menjelang Asian Games 2018 pada bulan Juli lalu. Rehabilitasi Jembatan Ampera kala itu dilakukan dengan memperbaiki atap pylon, perkuatan struktur pelat lantai, pengecatan rangka jembatan, penambahan tinggi pagar jembatan, dan penataan trotoar di kanan dan kiri jembatan yang turut dilengkapi tempat sampah, kursi dan lampu taman. Selain rehabilitasi konstruksi jembatan, Kementerian PUPR meningkatkan aspek artistik jembatan dengan memasang jam analog seberat sekitar 200 kg dengan diameter 5,5 meter yang ditempatkan pada menara jembatan, baik yang ada di sisi ilir dan ulu. Upaya tersebut dinilai menambah keindahan Kota Palembang. Jembatan Ampera di kala malam akan dihiasi lampu-lampu, sehingga tampak indah dan eksotis. Banyak yang berpendapat, menyaksikan Jembatan Ampera di kala malam seperti menyaksikan eksotika Venesia di Italia. Dari atas Jembatan Ampera akan terlihat Benteng Kuto Besak yang masih kokoh berdiri. Tak heran jika banyak yang berpendapat, melancong ke Palembang belum lengkap jika belum menyaksikan keindahan jembatan ampera. Waktu terbaik untuk mengunjungi Jembatan Ampera adalah ketika senja dengan pantulan keemasan matahari di permukaan sungai atau malam hari dengan permainan lampu yang kontras dengan gelapnya langit.",0,manusia,129,774,manusia
130,Liputan6,Menko Puan Dorong Upaya Peningkatan Peradaban dan Kemajuan Dunia Islam,https://www.liputan6.com/news/read/3854054/menko-puan-dorong-upaya-peningkatan-peradaban-dan-kemajuan-dunia-islam,"December 21, 2018",2018,"Menteri Koordinator bidang Pembangunan Manusia dan Kebudayaan (PMK), Puan Maharani menyampaikan apresiasinya atas nama bangsa Indonesia akan pentingnya berbagai upaya untuk meningkatkan peradaban dan kemajuan dunia Islam yang salah satunya melalui Festival Janadriyah ke 33 di Saudi Arabia. ""Sebagai negara dengan penduduk muslim terbesar di dunia, bangsa dan pemerintah Indonesia berkepentingan turut mendorong peningkatan peradaban dan kemajuan dunia Islam. Karena hal itu pasti akan turut memberikan kontribusi terhadap kemajuan bangsa Indonesia,"" ujar Menko PMK Puan Maharani pada pembukaan Festival Janadriyah ke 33 di Kota Riyadh, Saudi Arabia, dalam keterangannya, Jumat (21/12/2018). Puan menjadi satu-satunya pejabat negara dari luar Saudi Arabia yang diundang dan mendapat kesempatan pidato pada pembukaan Festival tersebut. Pidato Puan yang disampaikan dalam bahasa Inggris itu berhasil memukau hadirin yang datang, termasuk Raja Salman bin Abdul Aziz Al Saud dan menteri-menteri Saudi Arabia serta pejabat tinggi dari negara-negara lainnya termasuk dari Indonesia. Festival Janadriyah merupakan festival kebudayaan dan sejarah terbesar dan bergengsi di Timur Tengah. Acara ini diselenggarakan setiap tahun. Festival Janadriyah tahun ini diselenggarakan mulai 20 Desember 2018 hingga 9 Januari 2019 di Kota Riyadh. Sekitar 12 juta pengunjung dari berbagai negara diprediksi akan membanjiri event tersebut. Pada Festival Janadriyah tahun 2018 ini, atas perjuangan Duta Besar Indonesia untuk Saudi, Agus Maftuh Abegebriel, negara Indonesia berhasil mendapatkan kesempatan menjadi Tamu Kehormatan (Guest of Honor) dan telah membuka stand kebudayaan dan produk-produk Indonesia dalam festival tersebut. Selain Menko PMK Puan Maharani, pembukaan festival ini juga dihadiri Wakil Ketua MPR Ahmad Basarah dan Muhaimin Iskandar, Anggota DPR Chatibul Umam Wiranu, Kepala BNP2TKI Nusron Wahid, Dubes Agus Maftuh Abegebriel, serta dihadiri tokoh-tokoh Ormas Islam dari MUI, PBNU, PP Muhammadiyah serta tokoh-tokoh pers dan kalangan akademisi. Kerukunan Tetap Terjaga Dalam pidatonya, Puan menegaskan, penduduk Indonesia yang berjumlah sekitar 260 juta lebih yang mendiami 13 ribu lebih pulau dan 700 lebih bahasa daerah dan terdapat enam agama yang dianut telah terbukti mampu menjaga persatuan Indonesia dengan semangat Bhinneka Tunggal Ika. ""Sebagai pemeluk agama terbesar di Indonesia, umat Islam Indonesia secara umum telah membuktikan Islam yang hidup dan tumbuh subur di Indonesia adalah Islam Yang Rahmatan Lil Alamiin, yaitu Islam yang ramah, toleran dan terbukti dapat hidup berdampingan dengan umat beragama lainnya,"" kata Puan. Kerukunan umat beragama di Indonesia ini, lanjut Puan, akan terus terjaga dan dapat menjadi inspirasi negara-negara lain di dunia, khususnya negara Islam dalam mengembangkan Islam Rahmatan Lil Alamin. Sebelum acara pembukaan festival dimulai, delegasi undangan dari Indonesia bersama delegasi negara lainnya mendapat kehormatan untuk menyaksikan pertandingan balap onta dan makan malam bersama Raja Salman dan tokoh-tokoh pemerintahan Saudi Arabia lainnya. Selanjutnya sebelum memasuki arena pembukaan Festival Janadriyah ke 33 itu, Raja Salman memberikan kehormatan khusus dengan mengunjungi stand Pavilion pameran Indonesia yang disediakan satu gedung khusus di arena festival. Saksikan video menarik berikut ini:",0,manusia,130,455,manusia
131,Liputan6,Djarot: Ahok Tak Mau Ada Penyambutan Saat Bebas dari Penjara,https://www.liputan6.com/news/read/3853926/djarot-ahok-tak-mau-ada-penyambutan-saat-bebas-dari-penjara,"December 21, 2018",2018,"Mantan Gubernur DKI Jakarta Basuki Tjahaja Purnama alias Ahok segera bebas dari penjara pada 24 Januari 2019. Mantan Gubernur DKI yang juga pernah menjadi wakil Ahok di Balai Kota, Djarot Saiful Hidayat, bersyukur rekannya itu akan meninggalkan tahanan Mako Brimob, Kelapa Dua, Depok, Jawa Barat. ""Ya, tentu kita bersyukur ya,"" kata Djarot di Serang, Banten, Jumat (21/12/2018). Namun demikian, Djarot yang mengaku baru bertemu Ahok pada tiga pekan silam menegaskan, sahabatnya itu tidak mau ada penyambutan kebebasannya. ""Pak Ahok enggak mau disambut-sambut. Itu adalah urusan pribadi beliau. Beliau bilang jangan ada penyambutan macam-macam,"" ucap Djarot. Dia mengatakan, selepas bebas, Ahok akan langsung dipadati dengan serangkaian agenda di dalam dan luar negeri. ""Beliau masih ada urusan pribadi yang harus Beliau selesaikan, berbagai macam undangan untuk berbicara di beberapa forum di luar negeri, terutama ya sambil mengurus beberapa hal,"" ucap Djarot. Dia mengaku bersyukur bila Ahok bergabung dengannya di PDIP selepas menjalani tahanan. Sebab, PDIP selalu terbuka bagi siapa pun yang memiliki niat memajukan Indonesia lebih baik lagi. ""Kalau dia akan mau masuk PDIP, alhamdulilah boleh ya,"" Djarot menandaskan.",0,manusia,131,177,manusia
132,Liputan6,3 Terduga Teroris Ditangkap di Riau,https://www.liputan6.com/news/read/3853938/3-terduga-teroris-ditangkap-di-riau,"December 21, 2018",2018,"Kapolda Riau Irjen Widodo Eko Prihastopo menyatakan, pihaknya menangkap tiga terduga teroris beberapa waktu lalu. Ketiganya diduga masih ada kaitannya dengan kelompok yang menyerang Polda Riau pada pertengahan tahun lalu. Kelompok ini juga punya kaitannya dengan serangkaian teror bom di Surabaya. ""Saya tidak menyebut kelompok mana ya, apakah itu JAD (Jaringan Anshor Daulat) atau yang lain,"" tegas Widodo di Pekanbaru, Riau, Jumat (21/12/2018). Widodo menjelaskan, ketiga terduga teroris yang tidak disebutkan identitasnya ini ditangkap berkat kerja sama Satgas Anti Teror Polda Riau dengan Detasemen Khusus 88 Antiteror Mabes Polri. Menurutnya, saat ini petugas masih berada di lapangan untuk memantau dan mengamati pergerakan terduga teroris, baik menjelang ataupun selama perayaan Natal dan pergantian tahun. Widodo juga tidak menjelaskan, apakah ketiga terduga teroris mempersiapkan serangan untuk mengacaukan perayaan Natal dan tahun baru. ""Sebagai Kapolda tidak saya sebutkan, baik itu di mana saja lokasinya agar tidak menimbulkan keresahan di masyarakat,"" ucap Widodo. Meskipun sudah ada yang ditangkap dan petugas tengah menyelidiki di lapangan, Widodo mengimbau jajarannya dan masyarakat tidak meremehkan terorisme. Pasalnya, Riau punya pengalaman buruk terkait ini pada tahun 2000. ""Punya pengalaman, ada gereja yang di bom kala itu, ini yang menjadi perhatian,"" sebut Widodo.",0,manusia,132,193,manusia
133,Liputan6,Jokowi Fokuskan 3 Hal Jelang Natal dan Tahun Baru,https://www.liputan6.com/news/read/3854017/jokowi-fokuskan-3-hal-jelang-natal-dan-tahun-baru,"December 21, 2018",2018,"Presiden Joko Widodo atau Jokowi menggelar rapat terbatas bersama menteri di Kantor Presiden, Jakarta Pusat menjelang Natal dan tahun baru. Dalam rapat tersebut Jokowi menekankan tiga hal yaitu stabilitas harga pangan, kelancaran dan kenyamanan pengguna transportasi, serta menjaga kerukunan. ""Ini rapat rutin yang kita lakukan menjelang hari besar. Saya ingin memberikan tekanan pada tiga hal pertama mengenai stabilitas harga pangan dan ketersedian bahan pokok termasuk bahan bakar minyak,"" kata Jokowi ketika membuka rapat terbatas di Kantor Presiden, Jakarta Pusat, Jumat (21/12/2018). Yang kedua, terkait kelancaran, kenyamanan, hingga keselamatan penggunaan transportasi. Agar terciptanya rasa aman pada masyarakat. ""Hadirkan rasa aman pada masyarakat,"" kata Jokowi. Selanjutnya, Jokowi juga meminta agar tetap menjaga kerukunan dan persatuan. ""Terus untuk menjaga kerukunan toleransi persatuan serta situasi keamanan yang sudah kondusif seperti sekarang ini terus dipertahankan,"" kata Jokowi. Rapat tersebut dihadiri Menteri Perhubungan Budi Karya, Menteri Keuangan Sri Mulyani, Menteri Perekonomian Darmin Nasution, Menteri BuMN Rini Soemarno, Menteri ESDM Ignasius Jonan, Menko Polhukam Wiranto, Kapolri Jenderal Pol Tito Karnavian.",0,manusia,133,163,manusia
134,Liputan6,Petugas KPK Gadungan Pemeras Wakil Bupati Cianjur Ditangkap,https://www.liputan6.com/news/read/3853954/petugas-kpk-gadungan-pemeras-wakil-bupati-cianjur-ditangkap,"December 21, 2018",2018,"Komisi Pemberantasan Korupsi (KPK) menangkap seorang pria berinisial M yang mengaku sebagai anggota tim operasi tangkap tangan (OTT) KPK yang menangkap Bupati Cianjur Irvan Rivano Muchtar dan sejumlah pihak lainnya beberapa waktu lalu. Petugas lembaga antirasuah gadungan ini ditangkap, pada Kamis malam, 20 Desember 2018 malam. ""Kamis malam menjelang tengah malam diamankan satu orang di daerah Cianjur. Saat ini pelaku sedang diamankan di Polres Cianjur untuk proses lebih lanjut,"" ujar Juru Bicara KPK Febri Diansyah saat dikonfirmasi, Jumat (21/12/2018). Febri mengatakan, pelaku juga meminta sejumlah uang kepada Wakil Bupati Cianjur Herman Suherman dan pejabat Pemkab Cianjur lainnya. Dia juga mengaku memiliki banyak teman yang bisa mengurus perkara. Selain menangkap M, tim KPK juga mengamankan barang bukti berupa KTP, lencana bertuliskan 'konsultan Mabes Polri', dan uang tunai sebesar Rp 2 juta yang diduga baru diterima pelaku dari mantan pejabat Cianjur. Kartu ATM dengan saldo Rp 30 juga yang diduga diterima dari pihak Wakil Bupati Cianjur juga diamankan. ""Kartu ATM BCA yang diduga digunakan menerima transfer uang sekitar Rp 30 juta dari pihak Wakil Bupati Cianjur. Diduga sebelumnya upaya pemerasan tersebut telah dilakukan terhadap wabub dan sejumlah pejabat di Cianjur,"" jelas Febri. Imbauan KPK Atas peristiwa ini, seluruh pihak diminta untuk tidak mencoba ataupun melakukan tindakan yang mengaku seolah-olah pegawai KPK, memeras atau meminta uang pada para pejabat baik di pemerintah pusat dan pemerintah daerah. Selain itu, para pegawai negeri dan penyelenggara negara termasuk pihak swasta juga diingatkan untuk bersikap tegas terhadap pihak yang mengaku sebagai KPK. ""Dan menolak jika ada permintaan uang atau fasilitas-fasilitas tertentu serta segera melaporkan ke KPK atau kantor Kepolisian setempat jika hal tersebut terjadi,"" pungkas Febri.",0,manusia,134,269,manusia
135,Liputan6,PSI Nonaktifkan 4 Kader terkait Poligami dan Perda Agama,https://www.liputan6.com/news/read/3853979/psi-nonaktifkan-4-kader-terkait-poligami-dan-perda-agama,"December 21, 2018",2018,"Partai Solidaritas Indonesia (PSI) menonaktifkan empat kader dari pencalonan legislatif dan keanggotaan partai. Penonaktifan itu adalah bentuk komitmen DPP PSI terhadap kader yang mendukung poligami atau Perda Agama. Kader pertama adalah Husin Shahab, caleg DPR RI dari Dapil Jawa Timur XI. ""Berdasarkan rapat pleno DPP PSI, kami memutuskan menonaktifkan Bro Husin dengan alasan telah melanggar nilai-nilai PSI soal penghargaan kepada perempuan,"" kata Wasekjen PSI Satia Chandra Wiguna dalam siaran tertulisnya, Jumat (21/12/2018). Kader kedua adalah Nadir Amir, yang mengundurkan diri sebagai calon legislatif DPDR II Bone. ""Yang bersangkutan tidak setuju dengan sikap DPP PSI soal poligami,"" kata Chandra. Ketiga, Muhammad Ridwan yang merupakan DPD Gowa dan juga caleg DPRD Provinsi Dapil Sulsel I. ""Dia tidak setuju dengan sikap PSI soal Perda Agama,"" ucap Chandra. Terakhir adalah Ketua DPD PSI Kota Cirebon, Yuki Eka Bastian, yang mengundurkan diri karena poligami. ""Ia mengundurkan diri karena melakukan praktik poligami,"" kata Chandra. Menurut dia, penonaktifan keempat kader itu merupakan upaya PSI konsisten dengan nilai-nilai yang diperjuangkan. ""Jika ada kader yang tidak sepakat dengan DNA (nilai dasar) PSI terpaksa kami harus melepas mereka. PSI sangat serius dalam menegakkan nilai-nilai kami, sehingga terhitung hari ini DPP PSI menonaktifkan keempat kader tersebut,"" ucap Chandra.",0,manusia,135,197,manusia
