doc_id,source_id,source,model,label_aktual_str,prediksi_str,jenis_kesalahan,prob_AI,cuplikan_teks,text
news-227-human,227,id_newspapers_2018,,manusia,manusia,benar,0.0001,Badan Pusat Statistik (BPS) menyebutkan ekspor 1034 bus made in Indonesia ke Bangladesh akan memberikan kontribusi yang bagus terhadap pertumbuhan ekonomi. Mesk,"Badan Pusat Statistik (BPS) menyebutkan ekspor 1034 bus made in Indonesia ke Bangladesh akan memberikan kontribusi yang bagus terhadap pertumbuhan ekonomi. Meski begitu, BPS belum mendata ekspor bus tersebut. Kepala BPS Suhariyanto ekspor memiliki kontribusi yang cukup besar terhadap pertumbuhan ekonomi secara keseluruhan. ""Ekspor itu biasanya sharenya 21% ke PDB, kemudian dikurangi impor,"" kata Suhariyanto di kantor pusat BPS, Jakarta, Senin (25/6/2018). Meski demikian, Suhariyanto menyebut bahwa 1034 bus buatan pabrik karoseri CV Laksana ini belum tercatat dalam total ekspor nasional per Mei 2018 yang nilainya US$ 16,12 miliar. ""Ekspor Mei 2018 tumbuh, nilainya US$ 16,12 miliar. Yang ke Bangladesh? belum ada ke sana. Mungkin tercermin di bulan berikutnya,"" ujar pria yang akrab disapa Kecuk. Menurut Suhariyanto, barang-barang ekspor yang meningkat tinggi per Mei 2018 adalah timah yang nilainya naik 200,74% dan volumenya naik 204,5% dengan tujuan negara Singapura, Jepang, dan Korea Selatan. Selanjutnya, besi dan baja yang nilainya naik 45% dengan negara tujuan utama China, Taiwan, dan Korea Selatan. Lalu, barang rajutan yang nilainya naik 38% dengan negara tujuan utamanya Amerika Serikat (AS), Jepang, dan Jerman. ""Yang paling gede kenaikan ekspor kita itu timah, besi baja, barang rajutan,"" tutup dia. Diketahui, Bangladesh sudah resmi untuk memesan 1034 bus asal Indonesia, nal tersebut dikatakan Direktur Jenderal Pengembangan Ekspor Nasional, Kementerian Perdagangan, Arlinda di kantor Kementerian Perdagangan. ""Transaksi terbesar dari bus,"" kata dia akhir pekan lalu. Mengenai ekspor bus made in Indonesia ke Bangladesh, Arlinda mengatakan, hal itu terjadi pada sebuah pameran Industri RI yang mendatangkan investor dan pelaku usaha dari berbagai negara. Sayang, ia tak merinci perihal pameran produk RI yang dimaksud. namun ia menyebut, dalam transaksi itu disepakati ada sedikitnya 1.034 unit bus yang diekspor dari Indonesia ke Bangladesh. Tak hanya bus, Bangladesh juga membeli lokomotif asal Indonesia. Total dari transaksi antara Bangladesh dan Indonesia dalam pameran yang sebelumnya disebut mencapai Rp 4,3 triliun."
news-227-ai,227,id_newspapers_2018,gpt-3.5-turbo,AI,AI,benar,0.9964,"Bus buatan Ungaran memang sudah terkenal di Indonesia. Namun, dari beberapa tahun terakhir, ekspor bus made in Ungaran ini kian meningkat. Salah satu negara yan","Bus buatan Ungaran memang sudah terkenal di Indonesia. Namun, dari beberapa tahun terakhir, ekspor bus made in Ungaran ini kian meningkat. Salah satu negara yang memiliki permintaan tinggi adalah Bangladesh. Namun, belum terdata berapa banyak bus yang berhasil diekspor ke Bangladesh, kata Kepala Badan Pusat Statistik (BPS), Suhariyanto, pada konferensi pers di Jakarta, Senin (14/6). ""Pertama kali kami mendengar Bus Made in Ungaran ini diimpor oleh Bangladesh dari berita media, karena mereka mengapresiasi kualitas dari produk itu,"" ujar Suhariyanto. Menurut dia, angka ekspor bus ke Bangladesh itu mungkin masih relatif kecil. ""Kami belum melakukan penghitungan yang komprehensif, tapi kami masih mengupayakan untuk mendapat data yang pasti dalam waktu dekat,"" kata Suhariyanto. Ia juga menambahkan BPS akan melakukan survei ekspor ke Bangladesh yang dilakukan oleh perusahaan-perusahaan yang memproduksi bus di Ungaran. ""Kami akan coba hubungi produsen bus di Ungaran, untuk mendapatkan data pasti terkait ekspor mereka ke Bangladesh,"" kata Suhariyanto. Peningkatan ekspor bus ke Bangladesh memang bisa menjadi kabar baik bagi para pengusaha di Indonesia yang memproduksi bus. Namun, tetap harus diwaspadai, ke depannya masih harus ada pengawasan ketat agar bus-bus yang diekspor sudah sesuai standar internasional dan aman untuk dipakai. Saat ini, produksi bus di Ungaran sudah terkenal dengan kualitasnya yang baik dan cepat dalam memenuhi pesanan pelanggannya. Maka dari itu, potensi untuk meningkatkan kinerja ekspor mereka sangat besar. Hingga saat ini, ada beberapa perusahaan di Indonesia yang memproduksi bus untuk kebutuhan dalam negeri maupun untuk ekspor. Hal ini menunjukkan bahwa industri otomotif di Indonesia masih terus berkembang. Selain itu, sektor ekspor bus juga harus dijadikan peluang baru dalam meningkatkan kinerja ekonomi Indonesia. Indonesia memang memiliki potensi besar dalam bidang otomotif, sehingga diharapkan dapat terus ditingkatkan untuk menciptakan nilai tambah bagi negara kita."
news-228-human,228,id_newspapers_2018,,manusia,manusia,benar,0.0009,"Sebanyak 85 ribu orang dikerahkan pasangan calon Gubernur dan Wakil Gubernur Sulawesi Selatan, Nurdin Halid -Aziz Qahhar Mudzakkar, untuk mengawal pemilihan kep","Sebanyak 85 ribu orang dikerahkan pasangan calon Gubernur dan Wakil Gubernur Sulawesi Selatan, Nurdin Halid -Aziz Qahhar Mudzakkar, untuk mengawal pemilihan kepala daerah serentak 2018. Nurdin Halid mengatakan tim yang diturunkan tersebut memantau mulai H-3 hingga H+2 pencoblosan. Tim itu juga memantau rekapitulasi di panitia pemilihan kecamatan (PPK). ""Saya turunkan semuanya untuk menjaga terjadinya kecurangan. Jadi tim mengawal semuanya, dari TPS sampai PPK,"" ucap Nurdin di Makassar, Senin, 25 Juni 2018. Tak hanya itu, ia menyebutkan 85 ribu orang yang diturunkan itu juga untuk membantu masyarakat menggunakan hak pilihnya pada 27 Juni 2018. ""Mereka juga membantu pengamanan agar kondusif sekaligus mengawal jika ada orang yang hendak melakukan kecurangan,"" ujarnya. Nurdin menuturkan 85 ribu orang yang masuk dalam tim tersebut di antaranya 35 ribu saksi se-Sulawesi Selatan dengan dua saksi di dalam dan luar TPS. Selebihnya melakukan pengawasan atau pergerakan dalam berbagai kegiatan saat pencoblosan. ""Jumlah orang per TPS bervariasi, ada tiga, empat, lima, atau sepuluh. Bergantung pada tingkat kerawanannya,"" ucap Nurdin. Nurdin berujar, semakin tinggi tingkat kerawanan, semakin banyak anggota tim yang dikerahkan di TPS. ""Kami sudah mendata daerah rawan kecurangan dan yang kondusif,"" tuturnya. Khusus di Kota Makassar, kata Nurdin, pihaknya menurunkan satuan gabungan khusus yang terdiri atas 6.000 orang. Begitu pun di daerah lain yang dianggap berpotensi terjadi kecurangan, seperti Kabupaten Gowa dan Takalar. ""Saya turunkan satgas khusus di daerah itu. Semua taktik serta strategi dilakukan untuk mencegah kampanye hitam dan politik uang,"" ucapnya."
news-228-ai,228,id_newspapers_2018,gpt-3.5-turbo,AI,AI,benar,0.9998,"Pilkada serentak 2020 akan segera digelar di seluruh Indonesia, termasuk di Sulawesi Selatan. Gubernur Sulsel, Nurdin Halid mengambil langkah preventif dengan m","Pilkada serentak 2020 akan segera digelar di seluruh Indonesia, termasuk di Sulawesi Selatan. Gubernur Sulsel, Nurdin Halid mengambil langkah preventif dengan mengerahkan sekitar 85 ribu orang untuk mengawasi pelaksanaan Pilgub Sulsel nanti. Nurdin Halid mengakui bahwa Pilgub kali ini akan berlangsung di tengah situasi yang tidak mudah karena pandemi Covid-19 yang saat ini masih belum berakhir. Maka dari itu, gubernur Sulsel ini berusaha semaksimal mungkin untuk memastikan pelaksanaan Pilgub berjalan dengan aman dan terkendali. Menurut Nurdin Halid, penyebaran Covid-19 dapat terjadi dengan mudah pada saat kegiatan kampanye atau pertemuan massa. Pihaknya telah bekerja sama dengan KPU Sulsel dan pihak terkait untuk mengatur aturan yang ketat serta mengimplementasikannya di lapangan. Nurdin Halid menambahkan bahwa pengawasan Pilgub Sulsel kali ini bukan hanya dari pihak keamanan, melainkan juga melalui partisipasi masyarakat sebagai pelapor. Oleh karena itu, ia mengajak seluruh warga Sulsel untuk bersama-sama menjaga keamanan dan ketertiban selama jalannya Pilgub. ""Kami mengerahkan 85 ribu orang baik itu dari pihak keamanan maupun masyarakat sipil. Tujuannya adalah untuk menekan risiko keamanan yang mungkin terjadi selama proses Pilgub,"" kata Nurdin Halid, Jumat (4/12). Hal ini disambut positif oleh banyak pihak. Serda Abdul Majid, salah satu anggota TNI yang juga ditugasi sebagai pengamanan Pilgub mengatakan bahwa langkah pencegahan semacam ini sangat penting dilakukan oleh pihak terkait. Menurutnya, Pilgub Sulsel berlangsung di masa pandemi harus dijaga dengan sebaik-baiknya agar tidak terjadi penyebaran Covid-19 yang lebih besar. ""Kami siap membantu Pemprov Sulsel untuk menjaga keamanan dan ketertiban selama Pilgub. Kami berharap masyarakat juga dapat membantu kami dengan cara melaporkan apabila ada tindakan yang mencurigakan,"" ujar Serda Abdul Majid. Sementara itu, Ketua KPU Sulsel, Iqbal Latif mengatakan bahwa pihaknya siap bekerja sama dengan pihak yang ditugasi oleh gubernur Sulsel. Menurutnya, keamanan dan kenyamanan selama pelaksanaan Pilgub adalah tanggung jawab bersama. ""Ikut serta dalam pengawasan Pilgub Sulsel kali ini memberikan pelajaran yang sangat berharga untuk kita semua. Kami berharap semuanya dapat berjalan dengan baik dan damai dalam pelaksanaan Pilgub Sulsel nanti,"" ujar Iqbal. Sebagai warga Sulsel yang bertanggung jawab, kita harus bersama-sama menjaga agar jalannya Pilgub Sulsel berjalan dengan aman dan damai. Dalam situasi pandemi saat ini, keselamatan kita semua harus menjadi prioritas utama. Tugas kita adalah bersama-sama mencegah penyebaran Covid-19 dan menjaga pelaksanaan Pilgub Sulsel berlangsung dengan aman dan damai."
news-229-human,229,id_newspapers_2018,,manusia,manusia,benar,0.0012,"Komisi Pemilihan Umum Kota Bekasi menerima laporan pertanggungjawaban dana kampanye pasangan Calon Wali Kota dan Wakil Wali Kota Bekasi periode 2018-2023. ""Lapo","Komisi Pemilihan Umum Kota Bekasi menerima laporan pertanggungjawaban dana kampanye pasangan Calon Wali Kota dan Wakil Wali Kota Bekasi periode 2018-2023. ""Laporan dana kampanye sedang diaudit oleh akuntan independen,"" kata Kepala Subbagian Hukum KPU Kota Bekasi, Fatimah Ria Apriani, Senin, 25 Juni 2018. Menurut dia, dana kampanye yang dilaporkan paling besar adalah pasangan nomor urut 1, Rahmat Effendi-Tri Adhianto sebesar Rp 4.475.354.879, sedangkan pasangan nomor urut 2, Nur Supriyanto-Adhy Firdaus hanya setengahnya yakni Rp 2.249.945.722. Menurut dia, audit dana kampanye untuk mengetahui rasional atau tidaknya selama masa kampanye baik tertutup maupun terbuka yang dimulai pada 14 Februari sampai dengan 23 Juni 2018 atau empat bulan lebih. ""Nanti tim auditor memberikan penilaian,"" kata dia. Ia mengatakan, penilaian ada dua kategori. Yakni patut dan tidak patut. Menurut dia, tak ada sanksi bagi pasangan calon jika dana kampanyenya dinilai tidak patut oleh auditor independen tersebut. Namun, penilaian itu akan menjadi catatan bagi pasangan calon itu jika akan maju lagi dalam berbagai pemilihan baik legislatif, dan lainnya. Dikatakan Ria, KPU Kota Bekasi membatasi dana kampanye paling banyak Rp 43 miliar. Dana tersebut bersumber dari sumbangan pribadi, atau pun badan hukum. Namun, dalam realitanya sesuai dengan laporan, masing-masing pasangan calon hanya menghabiskan dana jauh di bawah yang ditetapkan. Menurut dia, di dalam peraturan disebutkan bahwa dana kampanye hanya dipergunakan misalnya membeli merchandise seperti kaus, mug, dan lainnya. Harga yang ditetapkan satu merchandise tak lebih dari Rp 25 ribu. ""Di luar alat peraga kampanye,"" ujar dia. Pengamat Politik Bekasi dari Universitas Islam '45 Bekasi, Adi Susila mengatakan, sedikitnya dana kampanye karena pasangan calon kini tak dibebankan membeli alat peraga, karena sudah ditanggung oleh KPY. ""Sehingga mengurangi pengeluaran,"" ujar dia."
news-229-ai,229,id_newspapers_2018,gpt-3.5-turbo,AI,AI,benar,0.9994,Dana kampanye menjadi salah satu faktor penting dalam sebuah pemilihan. Calon yang memiliki dana kampanye besar cenderung memiliki peluang lebih untuk memperole,"Dana kampanye menjadi salah satu faktor penting dalam sebuah pemilihan. Calon yang memiliki dana kampanye besar cenderung memiliki peluang lebih untuk memperoleh dukungan dari masyarakat. Namun, ada kabar mengejutkan yang datang dari Bekasi. Pasalnya, calon kepala daerah di Kota Bekasi hanya mengeluarkan dana kampanye sebesar Rp 4 miliar saja. Bila dibandingkan dengan calon di kota-kota lain seperti Jakarta, Surabaya, atau Bandung, angka tersebut jauh lebih kecil. Hal tersebut diungkapkan oleh Head of Public Policy and Government Relations Twitter Indonesia, Harijadi S. Sukmana, dalam webinar bertajuk 'Politik di Era Digital' yang diselenggarakan oleh International Federation of Red Cross and Red Crescent Societies (IFRC). Dikatakan bahwa calon-calon di Kota Bekasi justru memanfaatkan media sosial sebagai sarana kampanye mereka. Media sosial menjadi alternatif yang baik untuk mempromosikan program dan visi misi mereka tanpa harus mengeluarkan biaya yang besar. Ketua Majelis Tabligh dan Dakwah Islam Indonesia (MTIDI) Bekasi, Arifin Shaleh juga mengungkapkan hal yang senada. Ia menegaskan bahwa penggunaan media sosial dalam kampanye tidak hanya efektif, tetapi juga efisien. Arifin juga berharap agar praktik kampanye tersebut dapat berkembang ke daerah-daerah lain dalam pemilihan serupa. Namun demikian, keterbatasan dana kampanye juga kerap dijadikan alasan untuk tidak memenangkan kontestan pada pemilihan kepala daerah. Terlebih di tengah pandemi Covid-19 yang berdampak pada perekonomian masyarakat di seluruh Indonesia. Kementerian Dalam Negeri juga telah menetapkan skala dana kampanye yang boleh dipergunakan dalam pemilihan kepala daerah. Kota Bekasi termasuk kategori menengah dengan batasan dana kampanye Rp 28 miliar untuk calon kepala daerah. Kendati begitu, pengaturan dan penyusunan serta pemanfaatan dana kampanye harus tetap dilakukan agar tidak terjadi pelanggaran. Dana kampanye terbesar di Kota Bekasi hanya sebesar Rp 4 miliar. Namun hal ini bukanlah jaminan bahwa calon tersebut tidak akan menang dalam pemilihan. Penggunaan media sosial dalam kampanye menjadi peluang untuk memenangkan pemilu tanpa harus mengeluarkan biaya yang besar. Namun, tentu saja pengaturan dan penyusunan serta pemanfaatan dana kampanye harus tetap dilakukan dengan baik agar tidak melanggar regulasi dan aturan yang berlaku. (Sari Maulana)"
news-230-human,230,id_newspapers_2018,,manusia,manusia,benar,0.0007,"Artis peran Baim Wong mengaku mengenal Paula Verhoeven berkat dicomblangi temannya. Teman yang dimaksud Baim adalah Teuku Zacky dan istrinya, Ilmira Usmanova. M","Artis peran Baim Wong mengaku mengenal Paula Verhoeven berkat dicomblangi temannya. Teman yang dimaksud Baim adalah Teuku Zacky dan istrinya, Ilmira Usmanova. Mereka merasa perlu membalas budi kepada Baim yang telah menjodohkan keduanya. ""Jadi Zacky dan Ilmira itu yang kenalin saya hingga mereka sampai nikah. Nah, gantian akhirnya saya dikenalin (dengan Paula),"" ujar Baim saat dijumpai di kawasan Bendungan Hilir, Jakarta Pusat, Minggu (24/6/2018). Sayangnya, usaha Zacky dan Ilmira untuk mempertemukan Baim dan Paula tak berhasil. Bahkan, setelah meminta bantuan teman terdekat Paula, mereka masih belum bisa bertemu. Merasa penasaran, Baim langsung mengecek media sosial Paula dan mengirimkan direct message untuk berkenalan. ""Akhirnya tunggu lama, gua beraniin direct message (DM) dia di Instagram. Gua DM dia, ya sudah bodo amat sudah kepalang tanggung umur. Tolak tolak, iya iya, kalau ditolak cari yang lain,"" kata Baim. Namun, baru lima jam kemudian pesan Baim dibalas oleh Paula. Pemain film Perfect Dream tersebut punya alasan tak segera membalas pesan Baim. ""Kan kami enggak berteman ya di Instagram. Ada di DM request jadinya lima jam kemudian aku balas,"" kata Paula. ""Ya sudah akhirnya dibalas dan berapa lama setelah itu, tiga hari ketemuan,"" kata Baim. ""Dia gerak cepat ngajakin ketemu terus,"" timpat lagi Paula. Setelah pertemuan itu, Paula dan Baim makin sering bertemu hingga akhirnya berpacaran. Meski baru menjalin kasih selama tiga bulan, Paula mengaku merasa cocok dengan Baim dan menerima sang kekasih sebagai calon suaminya. So far sih cocok. Baim orangnya baik, sopan, tulus, dan juga seagama sih yang penting,"" kata Paula."
news-230-ai,230,id_newspapers_2018,gpt-3.5-turbo,AI,manusia,FN (AI dikira manusia),0.4629,"Hayo siapa yang tidak kenal sosok artis sekaligus YouTuber bernama Baim Wong? Aktor yang populer lewat perannya dalam film ""Milly & Mamet: Ini Bukan Cinta & Ran","Hayo siapa yang tidak kenal sosok artis sekaligus YouTuber bernama Baim Wong? Aktor yang populer lewat perannya dalam film ""Milly & Mamet: Ini Bukan Cinta & Rangga"" ini memang sering membuat heboh dengan kehidupan pribadinya. Kabar terbaru menyebutkan, Baim Wong kenal Paula Verhoeven berkat disodori tangan oleh seorang teman. Sebelum kita membahas lebih jauh, perkenankan saya memberikan beberapa informasi dasar terlebih dahulu tentang Baim Wong dan Paula Verhoeven. Baim Wong adalah seorang aktor dan YouTuber kelahiran Jakarta pada 12 Oktober 1980. Sedangkan Paula Verhoeven adalah seorang presenter, MC, dan juga aktris kelahiran Belanda pada 11 September 1991. Kembali ke topik utama, Baim Wong mengaku bahwa awalnya dia tak kenal Paula Verhoeven sama sekali. Bahkan menurut Baim, dia baru pertama kali melihat foto Paula saat disodori tangan oleh seorang teman. Teman itu rupanya berinisiatif mempertemukan Baim dengan Paula, dengan maksud membantu Baim menyatakan perasaannya terhadap Paula. Kabar ini menjadi sesuatu yang menarik bagi para fans Baim dan Paula, karena sebelumnya memang tidak ada yang tahu kalau kedua artis ini memiliki hubungan khusus. Bahkan Paula juga mengaku kalau dia tidak pernah bertukar nomor telepon dengan Baim Wong. Bagaimana kisah selanjutnya? Apakah Baim berhasil menyatakan perasaannya kepada Paula? Sayangnya, Baim Wong tidak merinci bagaimana pertemuan keduanya berlangsung maupun apakah dirinya langsung menyatakan perasaannya kepada Paula. Namun yang pasti, Baim Wong dan Paula Verhoeven sekarang sudah menjalin hubungan khusus. Mereka bahkan sering terlihat traveling bersama dan saling memberikan dukungan satu sama lain dalam berbagai kesempatan. Kabar terbaru menyebutkan bahwa Baim Wong dan Paula Verhoeven kini tengah mempersiapkan acara pernikahan. Apakah mereka akan segera melangsungkan pernikahan atau masih ada rencana yang harus ditunda? Kita tunggu saja perkembangan selanjutnya dari kisah cinta mereka."
news-231-human,231,id_newspapers_2018,,manusia,manusia,benar,0.0002,Pesawat Twin Otter Trigana PK YRU yang mengangkut sejumlah pasukan Brimob ditembaki Kelompok Kriminal Separatis Bersenjata (KKSB) atau tentara Organisasi Papua ,"Pesawat Twin Otter Trigana PK YRU yang mengangkut sejumlah pasukan Brimob ditembaki Kelompok Kriminal Separatis Bersenjata (KKSB) atau tentara Organisasi Papua Merdeka (OPM), Senin pagi (25/6/2018) di Bandara Keneyam, Kabupaten Nduga. Akibat penembakan yang terjadi sekitar pukul 10.10 WIT tersebut pilot capt Ahmad Abdillah Kamil mengalami luka tembak di bagian punggung. Kepala Penerangan Kodam XVII/Cenderawasih Kol Inf M Aidi Nubic mengatakan, pesawat yang ditembaki oleh KKSB tersebut adalah pesawat milik PT Semuwa Dirgantara Air yang dicarter untuk membawa personel Brimob untuk pengamanan pilkada serentak 27 Juni 2018 mendatang di Keneyam Ndunga, Papua. Pesawat dicarter dari Wamena untuk menuju Bandara Keneyam. Pesawat tersebut dilaporkan membawa 15 penumpang dengan dua kru. Kru terdiri dari capt Ahmad Abdillah Kamil sebagai pilot dan copilot Lenius Wonda. ""Sekitar pukul 09.40 WIT pesawat Twin Otter Trigana PK - YRU landing di Bandara Keneyam, pesawat landing mulus. Lalu pukul 09.45 WIT pesawat menuju taxi out untuk parkir, tiba-tiba langsung di hujani tembakan, "" kata Kapendam kepada SINDOnews, Senin (25/5/2018) Kapendam menjelaskan, berdasarkan informasi pilot capt Ahmad Abdillah Kamil mengalami luka tembak pada bagian punggung. ""Diperkirakan pesawat dihujani tembakan dari arah kiri pesawat, dikarenakan korban luka tembak merupakan Pilot yang duduk di sebelah kiri pesawat,"" timpal Kapendam. Menurut Kapendam, korban dalam keadaan sadar dan sudah ditangani oleh tim medis."
news-231-ai,231,id_newspapers_2018,gpt-3.5-turbo,AI,AI,benar,0.9993,"Konflik di Papua terus berlanjut dan semakin memanas. Dalam sebuah episode terbaru yang terjadi pada hari Jumat (20/08) kemarin, tentara Organisasi Papua Merdek","Konflik di Papua terus berlanjut dan semakin memanas. Dalam sebuah episode terbaru yang terjadi pada hari Jumat (20/08) kemarin, tentara Organisasi Papua Merdeka (OPM) menembaki pesawat pengangkut Brimob di Distrik Ilaga, Kabupaten Puncak. Seorang pilot pesawat yang membawa pasukan Brimob ke daerah konflik menjadi korban terkena peluru atau tertembak pada bagian tubuhnya. Menurut keterangan resmi dari Kapendam XVII Cenderawasih, Kol Inf Hassanudin, pesawat tersebut membawa personel Brimob untuk mengamankan wilayah yang semakin konflik di Kabupaten Puncak. Namun, saat pesawat mendekati landasan pacu di Ilaga, pesawat tersebut mendapat tembakan dari tentara OPM. Pilot pesawat sempat berusaha menghindari serangan dengan terbang ke atas tapi tiba-tiba terdengar suara tembakan lagi yang lebih deras dan akhirnya menembak pilot pesawat. Kejadian tersebut memicu rasa prihatin dari berbagai pihak. Kepala CB Polri, Listyo Sigit Prabowo, mengutuk keras serangan tersebut dan memintakan agar walikota Papua dan Kapolres Kabupaten Puncak bisa melakukan upaya untuk menyelesaikan konflik di Papua. Menurutnya, tindakan kekerasan bukanlah cara yang tepat untuk menyelesaikan permasalahan ini. Hingga saat ini, situasi di Puncak masih berada dalam kondisi rawan dan mengundang kekhawatiran dari warga yang diliputi rasa takut. Menurut informasi dari relawan medis, Konfederasi Serikat Nasional dan Rakyat Papua Merdeka (KSNRP), sudah ada beberapa warga sipil yang jadi korban di wilayah tersebut. Beberapa di antaranya tewas akibat tembakan dan ada pula jumlah yang memerlukan pengobatan. KSNRP pun ikut mengutuk aksi kekerasan yang dilakukan oleh OPM dan meminta satuan keamanan untuk tidak melakukan tindakan brutal atau menyasar warga sipil, apapun alasan mereka. Mereka juga meminta pemerintah Indonesia untuk lebih serius dalam mengatasi situasi di Papua dan menyelesaikan masalah konflik yang telah terjadi. Di sisi lain, pemerintah Indonesia meminta dukungan dari masyarakat untuk mendukung langkah-langkah penegakan hukum yang dilakukan oleh aparat keamanan. Pemerintah juga menegaskan bahwa mereka tidak akan membiarkan Papua terpecah belah dan menekankan bahwa keamanan dan stabilitas Papua adalah prioritas utama mereka. Konflik di Papua telah berlangsung secara terus-menerus selama bertahun-tahun dan masih memerlukan perhatian khusus dari pemerintah Indonesia. Langkah-langkah nyata dan dukungan dari seluruh elemen masyarakat di Indonesia sangat diperlukan untuk menyatukan langkah dan menyelesaikan konflik yang berkepanjangan di Papua."
news-232-human,232,id_newspapers_2018,,manusia,AI,FP (manusia dikira AI),0.9892,Perusahaan e-commerce Bukalapak memperkuat jajaran manajemen perusahaan dengan mengangkat Fajrin Rasyid sebagai President Bukalapak. Sebelumnya menempati posisi,"Perusahaan e-commerce Bukalapak memperkuat jajaran manajemen perusahaan dengan mengangkat Fajrin Rasyid sebagai President Bukalapak. Sebelumnya menempati posisi sebagai president, sebelumnya Fajrin mengemban tanggungjawab atas keuangan perusahaan, yakni Chief Financial Officer Bukalapak selama tujuh tahun. Fajrin merupakan salah satu Co-Founder Bukalapak. Adanya jabatan President di Bukalapak ini sendiri karena e-commerce lokal satu ini tengah terus berupaya tumbuh menjadi perusahaan teknologi yang memberdayakan ekonomi di sektor UKM. Maka dari itu, untuk mewujudkan hal tersebut, Bukalapak memperkuat jajaran manajemen perusahaan. Dengan menempati kursi President Bukalapak, Fajrin ke depannya akan bertanggungjawab atas inisiatif perusahaan dan rencana jangka panjang, serta kemitraan dengan pihak eksternal. ""Saya mensyukuri semua pencapaian yang telah saya raih hingga saat ini. Namun bagi saya, menjadi pribadi yang memiliki faedah bagi orang yang banyak akan lebih berharga dibandingkan dengan pencapaian tersebut,"" ujar Fajrin dalam keterangannya, Senin (25/6/2018). Saat ini Fajrin merupakan salah satu kandidat Ketua Umum Indonesia E-Commerce Association (idEA). Pengalaman Fajrin di perusahaan konsultan bisnis dan e-commerce di Indonesia, membuat Fajrin optimis dengan mimpinya, yaitu untuk mewujudkan Indonesia sebagai poros e-commerce dunia. Selain itu, menjadikan e-commerce sebagai akselerator pertumbuhan ekonomi di Indonesia, adalah salah satu misi yang diusung Fajrin jika terpilih sebagai Ketua Umum IDEA. Pria kelahiran Jakarta, 32 tahun lalu ini merupakan lulusan Teknik Informatika di Institut Teknologi Bandung (ITB). Sebelum bergabung di Bukalapak, pria berkacamata ini pernah bekerja sebagai Konsultan di Boston Consulting Group (BCG). Fajrin juga aktif tampil di berbagai forum internasional dan terpilih sebagai Endeavour Entrepreneur pada tahun 2016. Fajrin berkesempatan membagikan pengalamannya dengan menjadi salah satu pembicara pada Endeavour Scale-Up Asia 2018."
news-232-ai,232,id_newspapers_2018,gpt-3.5-turbo,AI,AI,benar,0.9995,"Bukalapak, salah satu platform e-commerce terbesar di Indonesia, akhirnya menunjuk bos baru setelah hampir satu tahun lamanya kosong. Posisi CEO Bukalapak sebel","Bukalapak, salah satu platform e-commerce terbesar di Indonesia, akhirnya menunjuk bos baru setelah hampir satu tahun lamanya kosong. Posisi CEO Bukalapak sebelumnya ditinggalkan oleh Achmad Zaky pada tahun 2019 setelah 10 tahun memimpin perusahaan tersebut. Menurut informasi yang beredar, posisi CEO Bukalapak akan dijabat oleh Rachmat Kaimuddin yang sebelumnya menjabat sebagai CEO Qareer Group. Qareer Group sendiri merupakan perusahaan teknologi yang menyediakan rekrutmen dan serangkaian layanan HR dan tergabung di bawah naungan GDP Venture, pemegang saham mayoritas Bukalapak. Pemilihan Rachmat Kaimuddin sebagai CEO Bukalapak sendiri berdasarkan nilai-nilai yang ia miliki. Rachmat dipandang memiliki visi yang kuat dan memiliki pengalaman yang relevan khususnya di bidang teknologi. GDP Venture juga yakin bahwa nilai-nilai kepemimpinan Rachmat sejalan dengan misi dan visi Bukalapak sebagai platform e-commerce yang memperkuat bisnis lokal dengan memberdayakan penjual dan pembeli. Melalui pengumuman ini, Bukalapak berharap dapat memperkuat posisi mereka di pasar e-commerce di Indonesia. Sebagai salah satu pesaing terbesar di pasaran ini, Bukalapak perlu terus berinovasi agar tetap bisa bersaing dengan platform lain yang semakin banyak muncul. Bukalapak sendiri sempat merasakan penurunan kinerja pada tahun 2019 di mana mereka memangkas karyawannya hingga 10 persen dan menjual divisi non-eksisen buatannya. Akan tetapi, pada pertengahan 2020, Bukalapak mengumumkan bahwa mereka berhasil mencapai laba yang menguntungkan dan berhasil meraup pendanaan sekitar Rp1,5 triliun melalui proses funding. Kehadiran Rachmat Kaimuddin sebagai CEO Bukalapak diyakini akan membawa pengaruh besar terhadap perkembangan perusahaan ke depannya. Rachmat sendiri mengutarakan ketergantungannya terhadap teknologi dan nilai-nilai kepemimpinan yang ia miliki sebagai faktor utama yang akan membantu Bukalapak terus tumbuh dan berkembang. Kini, para pengunjung dan pelaku bisnis di Indonesia pun akan berharap Bukalapak bisa terus menjadi platform e-commerce yang terpercaya dan terus memberikan keuntungan bagi para penjual dan pembeli lokal. Semoga kehadiran Rachmat Kaimuddin sebagai CEO Bukalapak bisa menjadi awal dari suatu awal yang baru bagi perusahaan ini."
